"760","Social-Engineer Toolkit (SET)","Bộ công cụ Kỹ thuật Xã hội (SET)","Framework để tạo/tự động hóa các cuộc tấn công social-engineering (phishing page, payload delivery, credential harvesting). Dùng trong red-team/phishing simulations; cần dùng có đạo đức và pháp lý.","5","","Trong lab pentest, chuyên viên dùng setoolkit tạo phishing page giả trang đăng nhập Office 365 để huấn luyện nhân viên nhận diện tấn công lừa đảo."
"761","Bluejacking","Bluejacking","Gửi tin nhắn (vCard) không mong muốn tới thiết bị Bluetooth gần đó (thường để gây phiền). Thường là trò quấy rối nhẹ, không ăn cắp dữ liệu.","5","Trong phần thiết bị di động/Bluetooth, nêu Bluejacking là gửi tin nhắn vCard không mong muốn tới thiết bị gần (thường gây phiền) — dùng như ví dụ hành vi quấy rối nhẹ và cách giảm thiểu (tắt discoverable, policy).","Một người dùng gửi vCard “Hello!” ngẫu nhiên tới thiết bị Bluetooth khác trong phạm vi 10m mà không cần ghép nối — chỉ gây phiền, không trộm dữ liệu."
"762","Bluesnarfing","Bluesnarfing","Trộm dữ liệu từ thiết bị Bluetooth (ví dụ contacts, calendar, files) bằng cách khai thác lỗ hổng/profiles mở — hành vi xâm phạm quyền riêng tư, có thể là tội phạm.","5","Trong mục rủi ro dữ liệu di động, mô tả Bluesnarfing là hành vi truy xuất/trộm dữ liệu từ thiết bị Bluetooth thông qua lỗ hổng/profiles mở — nêu hậu quả, dấu hiệu và các biện pháp phòng thủ (patch, disable OBEX nếu không dùng).","Attacker dùng điện thoại có phần mềm đặc biệt truy cập danh bạ và file từ điện thoại khác có Bluetooth bật và không yêu cầu xác thực."
"763","Object Exchange (OBEX) protocol","Giao thức Object Exchange (OBEX)","Giao thức cấp phép truyền đối tượng (file, vCard) qua Bluetooth/IrDA; được dùng bởi dịch vụ OBEX FTP/Push. Nếu cấu hình/mapping kém, có thể bị lạm dụng để transfer file không mong muốn.","5","Trong phần giao thức Bluetooth/IrDA, giải thích OBEX dùng để trao file/vCard giữa thiết bị; thảo luận rủi ro khi mapping/cài đặt kém có thể cho phép transfer file không mong muốn và hướng khắc phục (chính sách pairing, logging).","Một thiết bị bật dịch vụ OBEX FTP mà không yêu cầu xác thực → attacker có thể gửi file độc hại qua Bluetooth mà người dùng không biết."
"764","Bluetooth Low Energy (BLE) attack","Tấn công Bluetooth Low Energy (BLE attack)","Các kỹ thuật khai thác lỗ hổng/điều chế trong BLE (pairing flaws, replay, spoofing, tracking) để làm lộ dữ liệu, vượt kiểm soát truy cập, hoặc theo dõi thiết bị. BLE có nhiều chế độ pairing khác nhau — cần hardening.","5","Khi trình bày các mối đe dọa IoT/di động, nêu BLE attack bao gồm khai thác pairing flaws, replay, spoofing, tracking — minh họa kịch bản (ví dụ tracking beacon) và khuyến nghị hardening (secure pairing, firmware updates).","Attacker khai thác lỗ hổng pairing BLE trên smartwatch để giả mạo thiết bị hợp lệ, đọc dữ liệu cảm biến hoặc vị trí người dùng."
"765","Radio-Frequency Identification (RFID) attack","Tấn công RFID (giao tiếp sóng vô tuyến định danh)","Các kỹ thuật khai thác giao tiếp RFID (e.g., eavesdropping, replay, skimming) để đọc/giả mạo/biến đổi thông tin trên tag/thẻ không tiếp xúc (ví dụ thẻ cửa, thẻ transit, thanh toán). Hệ quả: lộ thông tin định danh, truy cập trái phép.","5","Trong phần an ninh vật lý, mô tả các kỹ thuật tấn công RFID (eavesdrop, replay, skimming) nhằm đọc/giả mạo/thay đổi dữ liệu thẻ không tiếp xúc — phân tích tác động tới access control, thanh toán, và biện pháp phòng thủ.","Kẻ tấn công dùng đầu đọc RFID 13.56 MHz đặt gần cửa văn phòng để thu thập tín hiệu từ thẻ nhân viên khi họ đi qua → sao chép để truy cập trái phép."
"766","RFID cloning","Sao chép thẻ/tag RFID (RFID cloning)","Tạo bản sao thẻ RFID hợp lệ bằng cách đọc dữ liệu từ thẻ gốc và ghi vào thẻ rỗng/emulator. Dùng để vượt kiểm soát truy cập vật lý (door access, turnstile). Phòng thủ: dùng thẻ có bảo mật mạnh (challenge-response, key diversification), patch reader để phát hiện duplicate, kiểm soát vật lý, logging/alarms.","5","Trong mô tả lộ trình tấn công vật lý, ghi RFID cloning là tạo bản sao thẻ bằng cách đọc/ghi sang tag rỗng hoặc emulator để vượt kiểm soát truy cập; nêu phòng thủ (challenge-response, key diversification, detect duplicates, logging, physical protection).","Attacker đọc dữ liệu từ thẻ ra vào tòa nhà (MIFARE Classic) rồi ghi lại vào thẻ trắng → mở được cửa giống thẻ gốc."
"767","Password Spraying attack","Tấn công phun mật khẩu (Password Spraying)","Kỹ thuật brute-force theo chiều rộng: attacker thử một số mật khẩu phổ biến trên nhiều tài khoản (thay vì thử nhiều mật khẩu trên một tài khoản) để tránh trigger khóa tài khoản. Hiệu quả khi nhiều tài khoản dùng mật khẩu yếu/common. Phòng thủ: áp dụng chính sách mật khẩu mạnh, rate-limiting, lockout thresholds, monitoring failed attempts, dùng MFA.","5","Trong mục tấn công nhận dạng, trình bày Password Spraying là thử một số mật khẩu phổ biến trên nhiều tài khoản để tránh lockout — nêu dấu hiệu phát hiện, mitigations (MFA, rate-limit, lockout policy, monitoring failed attempts).","Attacker thử mật khẩu phổ biến “Winter2025!” trên hàng trăm tài khoản Office 365 công ty để tránh bị khóa tài khoản — và tìm thấy 1 tài khoản yếu."
"768","Credential stuffing attack","Tấn công nhồi nhét thông tin đăng nhập (Credential stuffing)","Sử dụng danh sách credential (email/username + password) rò rỉ từ dịch vụ khác để tự động thử đăng nhập trên dịch vụ mục tiêu — dựa trên thói quen reuse password của người dùng. Hậu quả: account takeover, fraud. Phòng thủ: triển khai bảo vệ chống bot (rate-limit, IP reputation, CAPTCHA), credential stuffing detection, MFA, giám sát login anomalies, khuyến khích/ép reset mật khẩu sau breach.","5","","Danh sách tài khoản bị rò rỉ từ Netflix được attacker dùng để thử đăng nhập vào Spotify hoặc Gmail — vì người dùng tái sử dụng mật khẩu."
"769","Exploit Chaining","Xâu chuỗi khai thác / chuỗi khai thác (Exploit Chaining)","Kỹ thuật phối hợp nhiều khai thác/lỗ hổng nối tiếp để đạt mục tiêu lớn hơn (ví dụ: khai thác lỗ hổng ban đầu để leo quyền rồi dùng lỗ hổng khác để di chuyển ngang). Phòng thủ: patch management nhanh, phân tách quyền (least privilege), network segmentation, EDR/IDS, giảm bề mặt tấn công.","5","","Attacker khai thác lỗ hổng web (SQLi) để tải lên webshell, sau đó dùng privilege escalation (kernel exploit) để chiếm quyền root và di chuyển ngang sang server khác."
"770","RESTful API","API RESTful","Kiến trúc/chuẩn giao tiếp web dùng HTTP để thao tác tài nguyên — GET/POST/PUT/DELETE, phổ biến trong dịch vụ web.","6","Là mục tiêu (target) chính khi pentest các ứng dụng web/di động hiện đại. Pentester tập trung tấn công vào các điểm cuối (endpoints) của API (ví dụ: /api/users/) bằng các phương thức HTTP (GET, POST, DELETE) để tìm các lỗ hổng như "Kiểm soát truy cập bị hỏng" (Broken Access Control - IDOR) hoặc "Xác thực hỏng" (Broken Authentication).","Hầu hết các ứng dụng di động hiện đại đều sử dụng RESTful API để giao tiếp với máy chủ, ví dụ như gửi một yêu cầu GET đến /api/users/123 để lấy thông tin người dùng."
"771","Extensible Markup Language Remote Procedure Call (XML-RPC)","XML-RPC","Giao thức RPC dựa trên XML để gọi hàm từ xa qua HTTP, truyền tham số/giá trị dưới dạng XML.","6","Là một giao thức API (web service) cũ, thường là "mục tiêu" (target) trên các hệ thống cũ như WordPress. Đối với pentester, nó nổi tiếng là một vector (phương tiện) để thực hiện tấn công "dò mật khẩu" (brute-force) (vì nó cho phép gửi nhiều lần đăng nhập trong một yêu cầu) hoặc tấn công DDoS (pingback).","Dịch vụ XML-RPC trên các trang WordPress cũ thường bị tin tặc lạm dụng để thực hiện tấn công brute-force (dò mật khẩu) hàng loạt, vì nó cho phép gửi nhiều lần đăng nhập trong một yêu cầu duy nhất."
"772","session fixation","cố định phiên","Tấn công khi attacker gán/ép người dùng dùng session ID mà attacker biết, rồi chiếm đoạt phiên sau khi nạn nhân đăng nhập.","6","Là một kỹ thuật tấn công "chiếm phiên" (session hijacking). Mục tiêu của pentester là "gán" (fix) một Session ID (mà pentester biết trước) cho trình duyệt của nạn nhân. Sau khi nạn nhân đăng nhập (authenticate) bằng Session ID đó, pentester có thể dùng chính ID đó để chiếm quyền (impersonate) phiên làm việc của họ.","Kẻ tấn công đã thực hiện cố định phiên (session fixation) bằng cách gửi cho nạn nhân một đường link đã chứa sẵn ID phiên (.../?SESSIONID=12345), và sau khi nạn nhân đăng nhập, kẻ tấn công đã dùng chính ID đó để chiếm quyền."
"773","OWASP Top 10","OWASP Top 10","Danh sách 10 rủi ro bảo mật ứng dụng web phổ biến nhất do OWASP tổng hợp; thường dùng làm chuẩn tham chiếu khắc phục.","6","Là "sách giáo khoa" hoặc "checklist" (danh sách kiểm tra) cơ bản nhất của một pentester ứng dụng web. Pentester dùng nó để cấu trúc (structure) bài kiểm thử và phân loại (categorize) các lỗ hổng tìm được trong báo cáo (report) (ví dụ: "A01: Broken Access Control", "A03: Injection"), giúp khách hàng dễ dàng hiểu được mức độ rủi ro.","Trong một cuộc pentest, chuyên gia bảo mật thường sử dụng OWASP Top 10 làm kim chỉ nam để kiểm tra các lỗ hổng phổ biến nhất như SQL Injection (A03:2021) và Broken Access Control (A01:2021)."
"774","business logic flaw","sai sót logic nghiệp vụ","Lỗi trong luồng xử lý ứng dụng cho phép người dùng lạm dụng chức năng để đạt lợi ích trái phép, không phải lỗi kỹ thuật.","6","Là loại lỗ hổng mà các máy quét tự động (scanners) không thể tìm thấy. Pentester phải kiểm tra thủ công (manual testing) bằng cách "lạm dụng" (abuse) các quy trình/chức năng (ví dụ: áp dụng mã giảm giá 100% sau khi đã thêm hàng vào giỏ, hoặc mua một mặt hàng với số lượng âm để được hoàn tiền).","Pentester đã phát hiện ra một sai sót logic nghiệp vụ (business logic flaw) khi anh ta có thể áp dụng mã giảm giá 100% cho một đơn hàng, sau đó thêm các mặt hàng đắt tiền khác vào giỏ hàng mà giá tiền vẫn bằng 0."
"775","SQL injection (SQLi)","tiêm SQL","Lỗ hổng cho phép chèn câu lệnh SQL độc hại vào input để truy xuất/sửa/xóa dữ liệu trong cơ sở dữ liệu.","6","Là một lỗ hổng chèn ép (injection) nghiêm trọng (CWE-89). Mục tiêu của pentester là "bẻ gãy" (break) câu lệnh SQL dự kiến bằng cách chèn (inject) các ký tự đặc biệt (như ') vào một ô nhập liệu (input field), nhằm trích xuất (dump) toàn bộ cơ sở dữ liệu (database) hoặc bypass (vượt qua) màn hình đăng nhập.","Bằng cách nhập chuỗi ' OR '1'='1 vào ô tên người dùng, kẻ tấn công đã khai thác lỗ hổng tiêm SQL (SQL injection) để đăng nhập vào tài khoản quản trị mà không cần mật khẩu."
"776","Boolean SQL injection","SQLi dạng Boolean","SQLi dùng phản hồi true/false từ ứng dụng để suy diễn cấu trúc hoặc dữ liệu.","6","Là một kỹ thuật (technique) của "SQLi mù" (Blind SQLi). Pentester dùng nó khi ứng dụng không trả về dữ liệu/lỗi, mà chỉ có hai trạng thái (ví dụ: "Tìm thấy" / "Không tìm thấy"). Pentester sẽ hỏi cơ sở dữ liệu một loạt câu hỏi "Đúng/Sai" (True/False) (ví dụ: "Chữ cái đầu tiên của mật khẩu admin có phải là 'a' không?") để "đoán" (infer) dữ liệu.","Kẻ tấn công đã thực hiện SQLi dạng Boolean (Boolean SQL injection) bằng cách thử truy vấn ...AND (SELECT SUBSTRING(password,1,1) FROM users WHERE username='admin') = 'a', và dựa vào việc trang web tải thành công (True) hay thất bại (False) để đoán mật khẩu."
"777","blind (or inferential) SQL injection","SQLi mù (suy diễn)","SQLi khi không thấy kết quả trực tiếp; attacker dùng thời gian hoặc phản hồi khác để đoán dữ liệu — ví dụ time-based, boolean-based.","6","Là loại hình (category) SQLi mà pentester không thấy được kết quả (output) trực tiếp. Nó bao gồm "Boolean-based" (dựa trên Đúng/Sai) và "Time-based" (dựa trên thời gian trễ), là các kỹ thuật khai thác chậm nhưng vẫn hiệu quả khi máy chủ đã che giấu mọi thông báo lỗi.","Do trang web không trả về lỗi, kẻ tấn công phải dùng SQLi mù (blind SQL injection) dạng time-based, sử dụng lệnh WAITFOR DELAY '0:0:5' để khiến cơ sở dữ liệu "ngủ" 5 giây và xác nhận lỗ hổng."
"778","stacked queries","truy vấn chồng (stacked queries)","Gửi nhiều câu lệnh SQL trong một request (ví dụ: ; DROP TABLE ...), nếu DB cho phép sẽ thực thi nhiều lệnh liên tiếp.","6","Là một kỹ thuật SQLi "cực kỳ nguy hiểm". Nếu máy chủ hỗ trợ (ví dụ: MSSQL, MySQL), pentester có thể dùng dấu chấm phẩy (;) để "chồng" (stack) nhiều lệnh lên nhau (ví dụ: SELECT...; DROP TABLE users;--). Điều này cho phép pentester chạy các lệnh phá hoại (như DROP, UPDATE) chứ không chỉ SELECT.","Lỗ hổng SQLi trở nên cực kỳ nguy hiểm khi nó cho phép truy vấn chồng (stacked queries), kẻ tấn công có thể chèn dấu ; và thực thi một lệnh hoàn toàn mới như DROP TABLE users;--."
"779","SQLmap","SQLmap","Công cụ tự động khai thác SQLi: trích xuất dữ liệu, khai thác shell, bypass bảo vệ.","6","Là công cụ tự động hóa (automation tool) hàng đầu cho SQLi. Khi pentester phát hiện một URL có khả năng bị SQLi, họ sẽ "ném" (feed) URL đó cho SQLmap. Công cụ này sẽ tự động thực hiện tất cả các kỹ thuật (Boolean, Time-based), trích xuất (dump) cơ sở dữ liệu, và thậm chí cố gắng giành quyền kiểm soát (OS Shell).","Thay vì khai thác thủ công, pentester đã chạy SQLmap với URL mục tiêu (sqlmap -u "http://test.com/page.php?id=1") và công cụ này đã tự động trích xuất (dump) toàn bộ cơ sở dữ liệu."
"780","command injection","tiêm lệnh","Lỗ hổng cho phép chèn và thực thi lệnh hệ điều hành từ input ứng dụng.","6","Là một lỗ hổng chèn ép (injection) nghiêm trọng. Pentester tìm kiếm các chức năng (ví dụ: một trang web cho phép "ping" một IP) để chèn (inject) các lệnh của hệ điều hành (như ls, cat /etc/passwd, hoặc một "reverse shell") vào ô nhập liệu, khiến máy chủ thực thi chúng.","Ứng dụng web cho phép người dùng "ping" một địa chỉ IP, nhưng do không lọc đầu vào, kẻ tấn công đã lợi dụng lỗ hổng tiêm lệnh (command injection) bằng cách nhập 8.8.8.8 ; cat /etc/passwd."
"781","LDAP injection","tiêm LDAP","Tương tự SQLi nhưng với truy vấn LDAP; có thể tiết lộ dữ liệu hoặc bypass xác thực nếu input không được kiểm soát.","6","Là một lỗ hổng chèn ép (injection) tương tự SQLi, nhưng nhắm vào các truy vấn LDAP (thường dùng trong Active Directory). Pentester chèn các ký tự đặc biệt (như *, (, )) vào ô đăng nhập để bypass (vượt qua) bộ lọc xác thực hoặc liệt kê (enumerate) toàn bộ cây thư mục người dùng của công ty.","Bằng cách nhập *)(uid=*) vào ô tìm kiếm người dùng, kẻ tấn công đã khai thác lỗ hổng tiêm LDAP (LDAP injection) để bypass bộ lọc và lấy về danh sách toàn bộ nhân viên trong hệ thống Active Directory."
"782","OWASP Zed Attack Proxy (ZAP)","OWASP ZAP","Công cụ proxy mã nguồn mở để kiểm thử bảo mật web: quét lỗ hổng, chặn/chỉnh sửa request-response, phát hiện XSS/SQLi.","6","Là một công cụ "proxy web" (web proxy) miễn phí và mã nguồn mở (là đối thủ của Burp Suite). Pentester dùng nó làm "trạm trung gian" để chặn (intercept), phân tích (analyze), và chỉnh sửa (modify) mọi gói tin HTTP/HTTPS giữa trình duyệt của họ và máy chủ mục tiêu.","Chuyên gia bảo mật đã sử dụng OWASP Zed Attack Proxy (ZAP) để chạy "Active Scan" (Quét chủ động) tự động và nhanh chóng phát hiện ra nhiều lỗ hổng XSS và SQLi trên ứng dụng web."
"783","web proxy","proxy web","Trung gian giữa client và server, cho phép phân tích, chặn, chỉnh sửa request/response — ví dụ: Burp Suite, OWASP ZAP.","6","Là danh mục công cụ (tool category) quan trọng nhất của một pentester web (ví dụ: Burp Suite, OWASP ZAP). Nó hoạt động như một "trạm thu phí" (Man-in-the-Middle) trên máy của pentester, cho phép họ "đóng băng" (stop) một yêu cầu (request) (ví dụ: một giao dịch mua hàng) và thay đổi nội dung của nó (ví dụ: đổi giá tiền) trước khi gửi đi.","Pentester đã cấu hình trình duyệt sử dụng một proxy web (cụ thể là Burp Suite) để chặn (intercept) yêu cầu mua hàng và thay đổi giá tiền từ 100 xuống 1."
"784","cross-site scripting (XSS)","XSS","Lỗ hổng cho phép chèn script độc hại vào web, thực thi trên trình duyệt người dùng — thường để đánh cắp cookie, session, giả mạo hành vi.","6","Là một lỗ hổng phía máy khách (client-side). Mục tiêu của pentester là chèn (inject) mã JavaScript độc hại vào một trang web, khiến nó thực thi (execute) trên trình duyệt của nạn nhân. Mục đích cuối cùng thường là để "cướp" (steal) cookie phiên (session cookie) của nạn nhân hoặc "móc câu" (hook) trình duyệt của họ bằng BeEF.","Lập trình viên đã quên "làm sạch" (sanitize) dữ liệu đầu vào ở ô bình luận, tạo ra một lỗ hổng cross-site scripting (XSS) cho phép kẻ tấn công chèn mã JavaScript độc hại để đánh cắp cookie của người dùng khác."
"785","reflected XSS","XSS phản chiếu","XSS khi script độc hại được phản hồi trực tiếp trong URL/tham số request, chỉ chạy khi nạn nhân click link.","6","Là kiểu XSS phổ biến nhất. Pentester tạo ra một đường link (URL) độc hại (.../search.php?q=<script>...) và lừa (trick) nạn nhân nhấp vào. Đoạn mã độc (payload) được "nhúng" (embedded) trong URL sẽ được máy chủ "phản chiếu" (reflect) lại và thực thi trên trình duyệt của nạn nhân.","Lỗ hổng XSS phản chiếu (reflected XSS) xảy ra khi kẻ tấn công gửi cho nạn nhân một đường link (.../search.php?q=<script>alert(1)</script>), và đoạn mã độc được thực thi khi nạn nhân nhấp vào link đó."
"786","cross-site request forgery (CSRF/XSRF)","CSRF","Tấn công ép người dùng đã đăng nhập thực hiện hành động trái ý muốn trên web app — ví dụ: chuyển tiền, đổi mật khẩu.","6","Là một lỗ hổng logic (logic vulnerability). Pentester (attacker) lợi dụng (abuse) "niềm tin" (trust) của máy chủ đối với một trình duyệt đã đăng nhập. Attacker lừa (trick) nạn nhân (đang đăng nhập) nhấp vào một link, âm thầm "giả mạo" (forge) một yêu cầu (request) (ví dụ: "Chuyển tiền", "Đổi mật khẩu") mà nạn nhân không hề hay biết.","Kẻ tấn công đã tạo ra một trang web chứa một hình ảnh ẩn, khi nạn nhân (đang đăng nhập vào ngân hàng) truy cập, nó âm thầm thực hiện cross-site request forgery (CSRF) để gửi một yêu cầu chuyển tiền đến tài khoản của kẻ tấnCông."
"787","directory traversal","duyệt thư mục trái phép","Lỗ hổng cho phép truy cập file/thư mục ngoài phạm vi cho phép bằng cách thao tác đường dẫn (ví dụ: ../../etc/passwd).","6","Là một lỗ hổng truy cập tệp tin (file access). Pentester (attacker) thao túng (manipulate) một tham số (parameter) (ví dụ: ?file=...) bằng cách chèn các chuỗi (../), nhằm "đi lùi" (traverse) ra khỏi thư mục web gốc và đọc (read) các tệp tin hệ thống nhạy cảm (như /etc/passwd hoặc C:\Windows\win.ini).","Bằng cách khai thác lỗ hổng duyệt thư mục trái phép (directory traversal) trên tham số ?filename=, kẻ tấn công đã nhập vào ../../../../etc/passwd và đọc được tệp tin chứa thông tin người dùng hệ thống."
"788","Operational Technology (OT)","Công nghệ vận hành","Là các hệ thống phần cứng và phần mềm dùng để giám sát, điều khiển các quy trình vật lý trong sản xuất, năng lượng, giao thông, và hạ tầng công nghiệp","IOT","","Trong nhà máy điện, hệ thống OT điều khiển các máy phát và cảm biến nhiệt độ theo thời gian thực."
"789","Industrial Control Systems (ICS)","Hệ thống điều khiển công nghiệp","Là tập hợp các hệ thống và thiết bị dùng để giám sát, điều khiển và tự động hóa quy trình công nghiệp. ICS bao gồm SCADA, DCS, và PLC.","IOT","","Một hệ thống ICS trong nhà máy bia giám sát toàn bộ quy trình lên men và đóng chai."
"790","Industrial Automation and Control Systems (IACS)","Hệ thống điều khiển và tự động hóa công nghiệp","Khái niệm bao quát hơn ICS, bao gồm các thiết bị, phần mềm và giao thức phục vụ tự động hóa quy trình công nghiệp.","IOT","","IACS được sử dụng để tự động điều chỉnh tốc độ băng chuyền trong dây chuyền lắp ráp."
"791","Supervisory Control and Data Acquisition (SCADA)","Hệ thống giám sát và thu thập dữ liệu","Là hệ thống trung tâm dùng để giám sát, thu thập dữ liệu và điều khiển từ xa các thiết bị công nghiệp phân tán.","IOT","","SCADA được dùng để điều khiển hệ thống cấp nước của một thành phố từ trung tâm điều hành."
"792","Distributed Control Systems (DCS)","Hệ thống điều khiển phân tán","Là hệ thống điều khiển trong đó các bộ điều khiển được phân bố khắp nhà máy, kết nối với nhau qua mạng công nghiệp.","IOT","","Một nhà máy lọc dầu dùng DCS để điều khiển độc lập các khu vực chưng cất, lọc và đóng gói."
"793","Programmable Logic Controller (PLC)","Bộ điều khiển logic lập trình","Thiết bị điều khiển kỹ thuật số được lập trình để tự động hóa các quy trình máy móc.","IOT","","PLC điều khiển cánh tay robot sắp xếp sản phẩm trên dây chuyền."
"794","Remote Terminal Unit (RTU)","Thiết bị đầu cuối từ xa","Thiết bị dùng để thu thập dữ liệu và truyền về hệ thống trung tâm (như SCADA) qua mạng.","IOT","","RTU đo áp suất đường ống dầu và gửi dữ liệu về trung tâm SCADA."
"795","Human-Machine Interface (HMI)","Giao diện người – máy","Là phần mềm hoặc thiết bị cho phép người vận hành tương tác với hệ thống điều khiển công nghiệp.","IOT","","Kỹ sư sử dụng HMI để theo dõi nhiệt độ và lưu lượng trên màn hình cảm ứng."
"796","Intelligent Electronic Device (IED)","Thiết bị điện tử thông minh","Thiết bị có khả năng xử lý, giao tiếp và điều khiển tự động trong hệ thống điện và công nghiệp.","IOT","","IED được dùng trong trạm biến áp để tự động cắt điện khi phát hiện sự cố."
"797","Safety Instrumented System (SIS)","Hệ thống thiết bị an toàn","Hệ thống được thiết kế để ngăn chặn hoặc giảm thiểu rủi ro khi xảy ra lỗi hoặc sự cố nguy hiểm trong quy trình công nghiệp.","IOT","","SIS tự động đóng van khi phát hiện áp suất vượt ngưỡng trong đường ống khí."
"798","Programmable Automation Controller (PAC)","Bộ điều khiển tự động lập trình","Kết hợp khả năng của PLC và máy tính công nghiệp, dùng trong các ứng dụng phức tạp hơn PLC","IOT","","PAC được dùng để điều khiển nhiều dây chuyền sản xuất phối hợp cùng lúc."
"799","Edge Programmable Industrial Controller (EPIC)","Bộ điều khiển công nghiệp lập trình tại biên","Là thiết bị điều khiển kết hợp khả năng tự động hóa công nghiệp và điện toán biên, giúp xử lý dữ liệu ngay tại nguồn.","IOT","","EPIC xử lý dữ liệu cảm biến trong nhà máy mà không cần gửi lên đám mây."
"800","Final Control Elements (FCE)","Phần tử điều khiển cuối cùng","Là thiết bị thực hiện hành động điều khiển, như van, động cơ, hoặc bộ truyền động.","IOT","","Van điều khiển là FCE mở/đóng để điều chỉnh lưu lượng nước trong đường ống."
"801","Process Variable (PV)","Biến quá trình","Là giá trị đo được của một thông số trong quy trình công nghiệp, như áp suất, nhiệt độ, tốc độ,...","IOT","","PV hiện tại của nhiệt độ lò nung là 850°C."
"802","Setpoint (SP)","Giá trị đặt (điểm đặt)","Là giá trị mục tiêu mà hệ thống điều khiển cần duy trì cho biến quá trình.","IOT","","SP được đặt ở 900°C để hệ thống tự điều chỉnh giữ nhiệt độ ổn định."
"803","Purdue Model (PERA)","Mô hình Purdue (PERA)","Là mô hình phân tầng dùng để mô tả cấu trúc hệ thống công nghiệp từ tầng vật lý đến tầng doanh nghiệp.","IOT","","Trong mô hình Purdue, tầng 0–1 là thiết bị cảm biến và điều khiển, tầng 4 là hệ thống quản trị doanh nghiệp."
"804","Control Loop","Vòng điều khiển","Chu trình trong đó tín hiệu từ cảm biến được so sánh với SP và điều chỉnh qua FCE để duy trì ổn định.","IOT","","Vòng điều khiển nhiệt độ tự động tăng giảm công suất lò để duy trì SP."
"805","Process Control","Điều khiển quá trình","Kỹ thuật điều khiển các thông số vật lý trong quy trình sản xuất (nhiệt độ, áp suất, lưu lượng,...).","IOT","","Hệ thống process control điều chỉnh tốc độ bơm dựa trên áp suất đường ống."
"806","Discrete Control","Điều khiển rời rạc","Dạng điều khiển chỉ có hai trạng thái (bật/tắt, mở/đóng)","IOT","","Cảm biến cửa hoạt động theo nguyên lý discrete control — đóng hoặc mở."
"807","Batch Control","Kiểm soát hang loạt","Kiểu điều khiển dùng trong các quy trình sản xuất theo từng lô hoặc mẻ riêng biệt.","IOT","","Trong nhà máy dược, mỗi mẻ thuốc được sản xuất theo quy trình batch control."
"808","Continuous Control","Điều khiển liên tục","Dạng điều khiển duy trì quy trình diễn ra không gián đoạn.","IOT","","Nhà máy lọc dầu vận hành theo continuous control để đảm bảo sản xuất 24/7."
"809","Plant Floor","Khu vực sản xuất (xưởng)","Nơi đặt các thiết bị, dây chuyền và máy móc vận hành trong nhà máy.","IOT","","Nhân viên vận hành kiểm tra HMI ngay tại plant floor để theo dõi hoạt động máy móc."
"810","Operations","Hoạt động vận hành","oàn bộ quá trình điều khiển, giám sát và bảo trì hệ thống công nghiệp.","IOT","","Bộ phận Operations chịu trách nhiệm đảm bảo nhà máy hoạt động ổn định và an toàn."
"811","Field Device","Thiết bị hiện trường","Các cảm biến, bộ truyền động, và thiết bị được lắp đặt trực tiếp tại khu vực sản xuất.","IOT","","Cảm biến áp suất và van điện là những field devices trong hệ thống điều khiển."
"812","Fieldbus","Mạng truyền thông công nghiệp hiện trường","Hệ thống mạng dùng để kết nối các field device với bộ điều khiển.","IOT","","Fieldbus Profibus được sử dụng trong nhà máy bia để kết nối PLC với cảm biến."
"813","Data Historian","Hệ thống lưu trữ dữ liệu quá khứ","Cơ sở dữ liệu chuyên dụng để lưu trữ, phân tích và trực quan hóa dữ liệu công nghiệp theo thời gian.","IOT","","Data Historian lưu lại nhiệt độ, áp suất và trạng thái van của toàn bộ dây chuyền trong 12 tháng qua."
"814","Process Hazard Analysis (PHA)","Phân tích mối nguy trong quy trình","Là quá trình nhận dạng, đánh giá và kiểm soát các rủi ro có thể xảy ra trong quy trình sản xuất hoặc vận hành công nghiệp.","IOT","","Trước khi khởi động dây chuyền lọc hóa dầu, nhóm kỹ sư thực hiện PHA để đánh giá nguy cơ rò rỉ khí độc."
"815","Manufacturing Execution System (MES)","Hệ thống điều hành sản xuất","Phần mềm trung gian giữa hệ thống điều khiển (OT) và hệ thống quản lý doanh nghiệp (ERP), giúp giám sát, điều phối, và tối ưu hóa sản xuất theo thời gian thực.","IOT","","MES ghi nhận thời gian hoạt động của từng máy trong dây chuyền và báo cáo hiệu suất sản xuất."
"816","Enterprise Resource Planning (ERP)","Hệ thống hoạch định nguồn lực doanh nghiệp","Hệ thống phần mềm tích hợp giúp doanh nghiệp quản lý các hoạt động tài chính, nhân sự, kho, và sản xuất.","IOT","","ERP tự động cập nhật tồn kho sau khi MES báo hoàn thành đơn hàng."
"817","Internet of Things (IoT)","Internet vạn vật","Mạng lưới các thiết bị được kết nối Internet có khả năng thu thập, trao đổi và xử lý dữ liệu.","IOT","","Cảm biến nhiệt độ IoT gửi dữ liệu liên tục về ứng dụng di động để theo dõi môi trường."
"818","Industrial Internet of Things (IIoT)","Internet vạn vật công nghiệp","Dạng IoT ứng dụng trong công nghiệp, nơi các cảm biến, máy móc, và thiết bị điều khiển được kết nối để tối ưu hóa sản xuất.","IOT","","IIoT cho phép nhà máy giám sát tình trạng máy móc từ xa và dự đoán sự cố trước khi xảy ra."
